,DATASET,ID,PORO,PERM,GRAINSIZE,GRAINSIZE.1,EOD,EOD_NMT,Unnamed: 8,GRAINSIZE_ORI
113,57.0,,18.2,1.288249551693134,,f,,M,,open circle -- fine-grained
114,57.0,,18.3,50.11872336272724,,f,,M,,open circle -- fine-grained
115,57.0,,18.3,1.5848931924611136,,f,,M,,open circle -- fine-grained
116,57.0,,18.8,1.9952623149688797,,f,,M,,open circle -- fine-grained
117,57.0,,19.1,128.82495516931343,,f,,M,,open circle -- fine-grained
118,57.0,,19.1,56.234132519034915,,f,,M,,open circle -- fine-grained
119,57.0,,19.1,2.5118864315095806,,f,,M,,open circle -- fine-grained
120,57.0,,19.4,39.810717055349755,,f,,M,,open circle -- fine-grained
121,57.0,,19.4,87.09635899560807,,f,,M,,open circle -- fine-grained
122,57.0,,19.7,0.30199517204020154,,f,,M,,open circle -- fine-grained
123,57.0,,20.1,25.703957827688647,,f,,M,,open circle -- fine-grained
124,57.0,,20.3,3.9810717055349727,,f,,M,,open circle -- fine-grained
125,57.0,,20.5,5.011872336272723,,f,,M,,open circle -- fine-grained
126,57.0,,20.9,31.622776601683803,,f,,M,,open circle -- fine-grained
127,57.0,,21.3,6.02559586074358,,f,,M,,open circle -- fine-grained
128,57.0,,21.4,15.488166189124817,,f,,M,,open circle -- fine-grained
129,57.0,,21.5,354.81338923357566,,f,,M,,open circle -- fine-grained
130,57.0,,21.5,28.183829312644548,,f,,M,,open circle -- fine-grained
131,57.0,,21.8,12.302687708123818,,f,,M,,open circle -- fine-grained
132,57.0,,21.9,3.801893963205612,,f,,M,,open circle -- fine-grained
133,57.0,,22.1,630.9573444801932,,f,,M,,open circle -- fine-grained
134,57.0,,22.2,77.62471166286922,,f,,M,,open circle -- fine-grained
135,57.0,,22.4,70.79457843841386,,f,,M,,open circle -- fine-grained
136,57.0,,22.5,19.498445997580465,,f,,M,,open circle -- fine-grained
137,57.0,,22.5,0.1,,f,,M,,open circle -- fine-grained
138,57.0,,22.6,79.4328234724282,,f,,M,,open circle -- fine-grained
139,57.0,,22.6,17.782794100389236,,f,,M,,open circle -- fine-grained
140,57.0,,22.7,10.232929922807543,,f,,M,,open circle -- fine-grained
141,57.0,,22.8,6.309573444801934,,f,,M,,open circle -- fine-grained
142,57.0,,22.9,245.4708915685033,,f,,M,,open circle -- fine-grained
143,57.0,,23,281.83829312644554,,f,,M,,open circle -- fine-grained
144,57.0,,23.1,17.782794100389236,,f,,M,,open circle -- fine-grained
145,57.0,,23.5,30.199517204020164,,f,,M,,open circle -- fine-grained
146,57.0,,23.55,512.8613839913652,,f,,M,,open circle -- fine-grained
147,57.0,,23.6,13.489628825916535,,f,,M,,open circle -- fine-grained
148,57.0,,23.9,162.18100973589304,,f,,M,,open circle -- fine-grained
149,57.0,,24.1,107.15193052376065,,f,,M,,open circle -- fine-grained
150,57.0,,24.3,208.92961308540396,,f,,M,,open circle -- fine-grained
151,57.0,,24.5,288.4031503126607,,f,,M,,open circle -- fine-grained
152,57.0,,24.5,51.28613839913649,,f,,M,,open circle -- fine-grained
153,57.0,,24.7,125.89254117941677,,f,,M,,open circle -- fine-grained
154,57.0,,25.1,33.88441561392027,,f,,M,,open circle -- fine-grained
155,57.0,,25.6,47.863009232263856,,f,,M,,open circle -- fine-grained
156,57.0,,25.8,34.67368504525318,,f,,M,,open circle -- fine-grained
157,57.0,,25.8,51.28613839913649,,f,,M,,open circle -- fine-grained
158,57.0,,25.9,104.71285480508998,,f,,M,,open circle -- fine-grained
159,57.0,,27.9,371.53522909717265,,f,,M,,open circle -- fine-grained
160,57.0,,2.5,0.01,,vf,,M,,closed circle -- very fine-grained
161,57.0,,3.8,0.010471285480508989,,vf,,M,,closed circle -- very fine-grained
162,57.0,,3.8,0.01,,vf,,M,,closed circle -- very fine-grained
163,57.0,,3.95,0.019952623149688792,,vf,,M,,closed circle -- very fine-grained
164,57.0,,4.5,0.01,,vf,,M,,closed circle -- very fine-grained
165,57.0,,5.6,0.01,,vf,,M,,closed circle -- very fine-grained
166,57.0,,7,0.10351421666793434,,vf,,M,,closed circle -- very fine-grained
167,57.0,,7.1,0.11220184543019632,,vf,,M,,closed circle -- very fine-grained
168,57.0,,7.5,0.01,,vf,,M,,closed circle -- very fine-grained
169,57.0,,8.4,0.22387211385683392,,vf,,M,,closed circle -- very fine-grained
170,57.0,,8.8,0.01,,vf,,M,,closed circle -- very fine-grained
171,57.0,,9.9,0.01,,vf,,M,,closed circle -- very fine-grained
172,57.0,,10.2,0.09120108393559094,,vf,,M,,closed circle -- very fine-grained
173,57.0,,10.9,0.09120108393559094,,vf,,M,,closed circle -- very fine-grained
174,57.0,,11.1,0.09120108393559094,,vf,,M,,closed circle -- very fine-grained
175,57.0,,11.5,0.09120108393559094,,vf,,M,,closed circle -- very fine-grained
176,57.0,,11.5,0.01,,vf,,M,,closed circle -- very fine-grained
177,57.0,,12.7,0.09549925860214356,,vf,,M,,closed circle -- very fine-grained
178,57.0,,12.85,0.19952623149688795,,vf,,M,,closed circle -- very fine-grained
179,57.0,,13,0.17782794100389224,,vf,,M,,closed circle -- very fine-grained
180,57.0,,13.1,0.08912509381337454,,vf,,M,,closed circle -- very fine-grained
181,57.0,,15.5,0.19952623149688795,,vf,,M,,closed circle -- very fine-grained
