,DATASET,ID,PORO,PERM,GRAINSIZE,GRAINSIZE.1,EOD,EOD_NMT
41,49.0,,6.4,0.14791083881682074,,,fluvial,NM
42,49.0,,8.5,0.38018939632056115,,,fluvial,NM
43,49.0,,7.6,1,,,fluvial,NM
44,49.0,,6.6,1.62181009735893,,,fluvial,NM
45,49.0,,8.2,1.62181009735893,,,fluvial,NM
46,49.0,,12.8,3.801893963205612,,,fluvial,NM
47,49.0,,11.5,6.606934480075961,,,fluvial,NM
48,49.0,,11.2,10,,,fluvial,NM
49,49.0,,12.3,11.220184543019636,,,fluvial,NM
50,49.0,,16,16.595869074375614,,,fluvial,NM
51,49.0,,21,89.12509381337456,,,fluvial,NM
52,49.0,,15,138.0384264602886,,,fluvial,NM
53,49.0,,16.5,208.92961308540396,,,fluvial,NM
54,49.0,,18.15,354.81338923357566,,,fluvial,NM
55,49.0,,19.35,478.63009232263886,,,fluvial,NM
56,49.0,,3.4,0.01,,,fluvial,NM
57,49.0,,7.4,0.01,,,fluvial,NM
58,49.0,,9.9,0.01,,,fluvial,NM
59,49.0,,7.2,0.019952623149688792,,,fluvial,NM
60,49.0,,12.05,0.1,,,fluvial,NM
61,49.0,,12.4,0.21379620895022314,,,fluvial,NM
62,49.0,,13.2,0.38018939632056115,,,fluvial,NM
63,49.0,,12.9,0.8912509381337455,,,fluvial,NM
64,49.0,,14.1,6.309573444801934,,,fluvial,NM
65,49.0,,6.4,0.050118723362727206,,,fluvial,NM
66,49.0,,8.4,0.05754399373371569,,,fluvial,NM
67,49.0,,4.3,0.24831331052955702,,,fluvial,NM
68,49.0,,7.4,0.1,,,fluvial,NM
69,49.0,,7.8,0.15848931924611132,,,fluvial,NM
70,49.0,,7.95,0.38018939632056115,,,fluvial,NM
71,49.0,,9.6,0.26915348039269155,,,fluvial,NM
72,49.0,,12.4,1.62181009735893,,,fluvial,NM
73,49.0,,12.7,5.8884365535558905,,,fluvial,NM
74,49.0,,10,20.8929613085404,,,fluvial,NM
75,49.0,,18.9,316.22776601683825,,,fluvial,NM
76,49.0,,17.3,630.9573444801932,,,fluvial,NM
77,49.0,,,,,,,
78,49.0,,1.7,0.01,,,overbank,NM
79,49.0,,12.9,0.04466835921509629,,,overbank,NM
80,49.0,,7,0.6309573444801932,,,overbank,NM
81,49.0,,7.3,0.36307805477010135,,,overbank,NM
82,49.0,,12.1,0.32359365692962827,,,overbank,NM
83,49.0,,,,,,,
84,49.0,,1.05,0.01,,,marine,M
85,49.0,,4.4,0.019952623149688792,,,marine,M
86,49.0,,5.4,0.07244359600749899,,,marine,M
87,49.0,,10.7,0.04073802778041127,,,marine,M
88,49.0,,11.95,0.030199517204020147,,,marine,M
89,49.0,,5.5,0.251188643150958,,,marine,M
90,49.0,,6.9,0.457088189614875,,,marine,M
91,49.0,,8.5,0.25703957827688634,,,marine,M
92,49.0,,11.7,0.41686938347033536,,,marine,M
93,49.0,,14.5,0.245470891568503,,,marine,M
94,49.0,,10.2,3.5481338923357555,,,marine,M
95,49.0,,15.7,1.2589254117941673,,,marine,M
96,49.0,,17.2,8.128305161640993,,,marine,M
97,49.0,,22.2,1.380384264602885,,,marine,M
98,49.0,,14.4,16.595869074375614,,,marine,M
99,49.0,,21.8,44.668359215096324,,,marine,M
100,49.0,,,,,,,
101,49.0,,7.5,0.41686938347033536,,,not specified,
102,49.0,,7.7,0.36307805477010135,,,not specified,
103,49.0,,12.1,0.38904514499428056,,,not specified,
104,49.0,,17.7,15.135612484362087,,,not specified,
