,DATASET,ID,PORO,PERM,GRAINSIZE,GRAINSIZE.1,EOD,EOD_NMT,Unnamed: 8,GRAINSIZE_ORI
49,2.0,49.0,7.2,0.2,,f,Dune and dry Sandflat,NM,,fU
50,2.0,50.0,22.2,172.3,,f,Dune and dry Sandflat,NM,,fL
51,2.0,51.0,22.6,62.7,,f,Damp Sandflatp,NM,,fL
52,2.0,52.0,1.9,,,vf,Mudflat and wet Sandflat,NM,,vfU
53,2.0,53.0,2.4,0.3,,,Mudflat and wet Sandflat,NM,,M
54,2.0,54.0,9.8,0.3,,f,Mudflat and wet Sandflat,NM,,fL
55,2.0,55.0,11.2,0.3,,f,Mudflat and wet Sandflat,NM,,fL
56,2.0,56.0,12.2,0.3,,f,Mudflat and wet Sandflat,NM,,fL
57,2.0,57.0,12.2,0.3,,f,Mudflat and wet Sandflat,NM,,fL
58,2.0,58.0,10.7,0.3,,f,Mudflat and wet Sandflat,NM,,fL
59,2.0,59.0,4.1,,,vf,Mudflat and wet Sandflat,NM,,vfU
60,2.0,60.0,17.5,2.5,,f,Mudflat and wet Sandflat,NM,,fL
61,2.0,61.0,15.5,0.6,,vf,Mudflat and wet Sandflat,NM,,vfU
62,2.0,62.0,14.6,0.4,,f,Mudflat and wet Sandflat,NM,,fL
63,2.0,63.0,6.4,0,,vf,Dune and dry Sandflat,NM,,vfU
64,2.0,64.0,2.9,0,,f,Damp Sandflatp,NM,,fU
65,2.0,65.0,10.3,0,,f,Dune and dry Sandflat,NM,,fU
66,2.0,66.0,5.5,0,,f,Dune and dry Sandflat,NM,,fL
67,2.0,67.0,10.4,0,,m,Damp Sandflatp,NM,,mL
68,2.0,68.0,3.4,0,,m,Dune and dry Sandflat,NM,,mL
69,2.0,69.0,16.7,36.7,,f,Dune and dry Sandflat,NM,,fL
70,2.0,70.0,16.8,66.1,,f,Dune and dry Sandflat,NM,,fL
71,2.0,71.0,21.3,705,,f,Dune and dry Sandflat,NM,,fU
72,2.0,72.0,21.5,607.3,,f,Dune and dry Sandflat,NM,,fU
73,2.0,73.0,17.7,177.9,,f,Dune and dry Sandflat,NM,,fU
74,2.0,74.0,21,166.1,,f,Damp Sandflatp,NM,,fL
75,2.0,75.0,20.1,448.2,,m,Dune and dry Sandflat,NM,,mL
76,2.0,76.0,11.4,8.9,,f,Dune and dry Sandflat,NM,,fL
77,2.0,77.0,10.8,8.7,,m,Alluvial/Fluvial,NM,,mL
78,2.0,78.0,13.1,64.8,,m,Dune and dry Sandflat,NM,,mL
79,2.0,79.0,11.1,0.5,,f,Dune and dry Sandflat,NM,,fL
80,2.0,80.0,11,4.8,,f,Dune and dry Sandflat,NM,,fU
81,2.0,81.0,15.3,8.6,,f,Damp Sandflatp,NM,,fU
82,2.0,82.0,19.4,54,,f,Damp Sandflatp,NM,,fU
83,2.0,83.0,21.8,65,,f,Damp Sandflatp,NM,,fU
84,2.0,84.0,18.9,91,,f,Damp Sandflatp,NM,,fL
85,2.0,85.0,21.2,348,,f,Alluvial/Fluvial,NM,,fU
86,2.0,86.0,17.6,2.4,,f,Alluvial/Fluvial,NM,,fU
87,2.0,87.0,22.5,0.3,,f,Damp Sandflatp,NM,,fL
88,2.0,88.0,16.3,1,,f,Alluvial/Fluvial,NM,,fU
89,2.0,89.0,14.5,2.7,,f,Dune and dry Sandflat,NM,,fU
90,2.0,90.0,20.9,44,,f,Damp Sandflatp,NM,,fL
91,2.0,91.0,19.5,73.5,,f,Alluvial/Fluvial,NM,,fU
92,2.0,92.0,10.7,0,,f,Alluvial/Fluvial,NM,,fL
93,2.0,93.0,23.1,242,,f,Alluvial/Fluvial,NM,,fL
94,2.0,94.0,21.1,76,,m,Dune and dry Sandflat,NM,,mL
95,2.0,95.0,11.1,2.4,,vf,Damp Sandflatp,NM,,vfU
96,2.0,96.0,4.6,0,,f,Damp Sandflatp,NM,,fU
97,2.0,97.0,2.2,0.9,,f,Alluvial/Fluvial,NM,,fL
98,2.0,98.0,6.1,0.7,,f,Dune and dry Sandflat,NM,,fU
99,2.0,99.0,8.3,2.1,,m,Dune and dry Sandflat,NM,,mU
100,2.0,100.0,2.4,0.3,,f,Damp Sandflatp,NM,,fU
101,2.0,101.0,13.8,5.3,,f,Alluvial/Fluvial,NM,,fU
102,2.0,102.0,13.5,0.32,,m,Damp Sandflatp,NM,,mU
103,2.0,103.0,18.4,3.8,,m,Dune and dry Sandflat,NM,,mL
104,2.0,104.0,12.4,0.3,,m,Dune and dry Sandflat,NM,,mL
105,2.0,105.0,20.9,1.2,,f,Dune and dry Sandflat,NM,,fU
106,2.0,106.0,17.9,1.34,,m,Dune and dry Sandflat,NM,,mL
107,2.0,107.0,20.6,0.4,,f,Dune and dry Sandflat,NM,,fU
108,2.0,108.0,23.1,8.9,,f,Damp Sandflatp,NM,,fU
109,2.0,109.0,21,2.2,,f,Dune and dry Sandflat,NM,,fU
110,2.0,110.0,22.8,16.9,,m,Dune and dry Sandflat,NM,,mL
111,2.0,111.0,8.1,,,f,Mudflat and wet Sandflat,NM,,fU
112,2.0,112.0,6.8,,,,Mudflat and wet Sandflat,NM,,M
113,2.0,113.0,4.6,0.02,,vf,Alluvial/Fluvial,NM,,vfU
114,2.0,114.0,7.8,0.3,,f,Mudflat and wet Sandflat,NM,,fL
115,2.0,115.0,9.6,0.8,,f,Alluvial/Fluvial,NM,,fU
116,2.0,116.0,9.1,0.4,,f,Mudflat and wet Sandflat,NM,,fU
117,2.0,117.0,14.2,0.3,,f,Damp Sandflatp,NM,,fU
118,2.0,118.0,16.3,1.3,,m,Dune and dry Sandflat,NM,,mU
119,2.0,119.0,15,0.3,,f,Dune and dry Sandflat,NM,,fU
120,2.0,120.0,18.9,0.6,,f,Dune and dry Sandflat,NM,,fU
121,2.0,121.0,17,2.3,,m,Damp Sandflatp,NM,,mL
122,2.0,122.0,15.7,0.1,,m,Dune and dry Sandflat,NM,,mL
123,2.0,123.0,22.7,14.9,,c,Dune and dry Sandflat,NM,,cL
124,2.0,124.0,12.3,0.07,,f,Damp Sandflatp,NM,,fU
125,2.0,125.0,19,0.8,,m,Dune and dry Sandflat,NM,,mL
126,2.0,126.0,26.8,41,,m,Dune and dry Sandflat,NM,,mL
127,2.0,127.0,18.5,0.4,,m,Damp Sandflatp,NM,,mL
128,2.0,128.0,22.9,3.2,,m,Dune and dry Sandflat,NM,,mL
129,2.0,129.0,23.1,8.9,,f,Damp Sandflatp,NM,,fU
130,2.0,130.0,22.1,16.7,,m,Damp Sandflatp,NM,,mL
131,2.0,131.0,5.1,0.03,,vf,Alluvial/Fluvial,NM,,vfU
132,2.0,132.0,7.1,0.03,,vf,Mudflat and wet Sandflat,NM,,vfU
133,2.0,133.0,8.6,0.19,,f,Alluvial/Fluvial,NM,,fU
134,2.0,134.0,7.9,0.04,,vf,Damp Sandflatp,NM,,vfL
135,2.0,135.0,10.4,1.8,,f,Mudflat and wet Sandflat,NM,,fU
136,2.0,136.0,,,,f,Damp SandflatP,NM,,fL
137,2.0,137.0,,,,f,Mudflat and wet Sandflat,NM,,fL
138,2.0,138.0,,,,vf,Mudflat and wet Sandflat,NM,,vfL
139,2.0,139.0,,,,f,Alluvial/Fluvial,NM,,fL
140,2.0,140.0,12.1,1.3,,f,Damp Sandflatp,NM,,fU
141,2.0,141.0,15.4,10.1,,vf,Dune and dry Sandflat,NM,,vfL
142,2.0,142.0,15.5,33.1,,f,Dune and dry Sandflat,NM,,fU
143,2.0,143.0,17.1,15.6,,f,Alluvial/Fluvial,NM,,fU
144,2.0,144.0,13.5,0.8,,vf,Alluvial/Fluvial,NM,,vfU
145,2.0,145.0,5.4,,,vf,Mudflat and wet Sandflat,NM,,vfU
146,2.0,146.0,10,2.3,,f,Damp Sandflatp,NM,,fU
147,2.0,147.0,16.1,2.5,,f,Damp Sandflatp,NM,,fU
148,2.0,148.0,13.4,2.2,,f,Mudflat and wet Sandflat,NM,,fL
149,2.0,149.0,6,1.6,,,Mudflat and wet Sandflat,NM,,M
150,2.0,150.0,9.2,1.5,,f,Mudflat and wet Sandflat,NM,,fL
151,2.0,151.0,7.2,1.9,,f,Damp Sandflatp,NM,,fL
152,2.0,152.0,13.6,0.6,,f,Mudflat and wet Sandflat,NM,,fL
153,2.0,153.0,13.5,1.7,,f,Mudflat and wet Sandflat,NM,,fL
154,2.0,154.0,13.5,1.7,,f,Mudflat and wet Sandflat,NM,,fL
155,2.0,155.0,14.5,1.7,,f,Mudflat and wet Sandflat,NM,,fL
156,2.0,156.0,9.2,1.1,,vf,Mudflat and wet Sandflat,NM,,vfL
157,2.0,157.0,13,1.7,,vf,Mudflat and wet Sandflat,NM,,vfU
158,2.0,158.0,11.7,1.7,,f,Alluvial/Fluvial,NM,,fL
159,2.0,159.0,16.6,71.3,,m,Alluvial/Fluvial,NM,,mL
160,2.0,160.0,8.5,9.5,,m,Alluvial/Fluvial,NM,,mL
161,2.0,161.0,13.8,44.6,,m,Alluvial/Fluvial,NM,,mU
162,2.0,162.0,18,79,,m,Alluvial/Fluvial,NM,,mL
163,2.0,163.0,18.1,340.5,,m,Dune and dry Sandflat,NM,,mU
164,2.0,164.0,10.2,0.3,,f,Alluvial/Fluvial,NM,,fL
165,2.0,165.0,6.7,0,,f,Mudflat and wet Sandflat,NM,,fL
166,2.0,166.0,17.4,4.33,,f,Alluvial/Fluvial,NM,,fL
167,2.0,167.0,25.3,436.9,,f,Dune and dry Sandflat,NM,,fU
168,2.0,168.0,12.1,31.5,,m,Dune and dry Sandflat,NM,,mL
169,2.0,169.0,18.7,212,,m,Dune and dry Sandflat,NM,,mL
170,2.0,170.0,16.9,3.5,,f,Damp Sandflatp,NM,,fL
171,2.0,171.0,25.5,1024,,f,Dune and dry Sandflat,NM,,fL
172,2.0,172.0,23.6,99.3,,f,Damp Sandflatp,NM,,fU
173,2.0,173.0,9.3,0.1,,vf,Damp Sandflatp,NM,,vfU
174,2.0,174.0,20.3,8.9,,m,Alluvial/Fluvial,NM,,mL
175,2.0,175.0,13.5,73.6,,m,Alluvial/Fluvial,NM,,mU
176,2.0,176.0,17.6,16.7,,f,Damp Sandflatpf,NM,,fL
177,2.0,177.0,9.7,2.5,,m,Alluvial/Fluvial,NM,,mL
178,2.0,178.0,18.9,50.4,,m,Mudflat and wet Sandflat,NM,,mU
179,2.0,179.0,10.8,3.1,,c,Mudflat and wet Sandflat,NM,,cL
180,2.0,180.0,16.5,18.9,,m,Mudflat and wet Sandflat,NM,,mL
181,2.0,181.0,18,20.8,,f,Alluvial/Fluvial,NM,,fL
182,2.0,182.0,10,2,,vf,Alluvial/Fluvial,NM,,vfU
183,2.0,183.0,,,,,Alluvial/Fluvial,NM,,
184,2.0,184.0,9,8,,f,Dune and dry Sandflat,NM,,fU
185,2.0,185.0,18,10,,f,Damp Sandflatp,NM,,fL
186,2.0,186.0,9,0.4,,vf,Alluvial/Fluvial,NM,,vfU
187,2.0,187.0,23,1030,,m,Alluvial/Fluvial,NM,,mL
188,2.0,188.0,14,18,,f,Alluvial/Fluvial,NM,,fU
189,2.0,189.0,,,,,Alluvial/Fluvial,NM,,
190,2.0,190.0,16,136,,f,Dune and dry Sandflat,NM,,fU
191,2.0,191.0,11,202,,f,Dune and dry Sandflat,NM,,fU
192,2.0,192.0,22,448,,m,Mudflat and wet Sandflat,NM,,mL
193,2.0,193.0,20,,,f,Damp Sandflatp,NM,,fU
194,2.0,194.0,24,2700,,m,Dune and dry Sandflat,NM,,mL
195,2.0,195.0,17,4,,m,Damp Sandflatp,NM,,mU
196,2.0,196.0,15,65,,f,Dune and dry Sandflat,NM,,fU
197,2.0,197.0,23.7,297.7,,m,Dune and dry Sandflat,NM,,mU
198,2.0,198.0,25,1083.7,,m,Damp Sandflatp,NM,,mL
199,2.0,199.0,25.9,916.6,,m,Dune and dry Sandflat,NM,,mL
200,2.0,200.0,20.1,5.3,,f,Damp Sandflatp,NM,,fU
201,2.0,201.0,20.8,74.4,,f,Dune and dry Sandflat,NM,,fU
202,2.0,202.0,16.6,3.6,,f,Damp Sandflatp,NM,,fL
203,2.0,203.0,15.9,1.3,,f,Damp Sandflatp,NM,,fL
204,2.0,204.0,20.5,66,,f,Damp Sandflatp,NM,,fL
205,2.0,205.0,11.8,2.7,,f,Mudflat and wet Sandflat,NM,,fL
206,2.0,206.0,23.1,164.8,,f,Dune and dry Sandflat,NM,,fU
207,2.0,207.0,20.8,130.5,,m,Dune and dry Sandflat,NM,,mL
208,2.0,208.0,17.3,2.4,,f,Dune and dry Sandflat,NM,,fU
209,2.0,209.0,12.5,1.5,,m,Dune and dry Sandflat,NM,,mL
210,2.0,210.0,12.7,,,m,Damp Sandflatp,NM,,mL
211,2.0,211.0,12.2,0.2,,f,Damp Sandflatp,NM,,fL
212,2.0,212.0,3.7,0.4,,m,Damp Sandflatp,NM,,M
213,2.0,213.0,12.2,0.2,,f,Damp Sandflatp,NM,,fU
214,2.0,214.0,22.4,6.9,,f,Dune and dry Sandflat,NM,,fU
215,2.0,215.0,15.7,0.5,,f,Dune and dry Sandflat,NM,,fU
216,2.0,216.0,17.1,0.3,,f,Damp Sandflatp,NM,,fU
217,2.0,217.0,19.1,9.4,,f,Damp Sandflatp,NM,,fU
218,2.0,218.0,22.3,,,f,Dune and dry Sandflat,NM,,fU
219,2.0,219.0,4.4,,,vf,Mudflat and wet Sandflat,NM,,vfU
220,2.0,220.0,13,0.5,,f,Damp Sandflatp,NM,,fU
221,2.0,221.0,14,0.4,,f,Damp Sandflatp,NM,,fU
222,2.0,222.0,12,0.4,,f,Damp Sandflatp,NM,,fU
223,2.0,223.0,13,0.4,,f,Dune and dry Sandflat,NM,,fU
224,2.0,224.0,6,0.4,,f,Dune and dry Sandflat,NM,,fU
225,2.0,225.0,9,0.4,,m,Damp Sandflatp,NM,,mL
226,2.0,226.0,11,0.4,,f,Damp Sandflatp,NM,,fU
