,DATASET,ID,PORO,PERM,GRAINSIZE,GRAINSIZE.1,EOD,EOD_NMT
52,66.0,,6,0.10232929922807538,,,dune,NM
53,66.0,,7.1,0.10964781961431849,,,dune,NM
54,66.0,,8.5,0.10964781961431849,,,dune,NM
55,66.0,,8.8,0.10964781961431849,,,dune,NM
56,66.0,,9.8,0.10232929922807538,,,dune,NM
57,66.0,,8,0.16218100973589297,,,dune,NM
58,66.0,,8.5,0.15848931924611132,,,dune,NM
59,66.0,,9,0.15848931924611132,,,dune,NM
60,66.0,,5.9,0.20892961308540392,,,dune,NM
61,66.0,,6.2,0.20892961308540392,,,dune,NM
62,66.0,,7.9,0.20892961308540392,,,dune,NM
63,66.0,,8.5,0.2041737944669529,,,dune,NM
64,66.0,,9.05,0.20892961308540392,,,dune,NM
65,66.0,,9.5,0.20892961308540392,,,dune,NM
66,66.0,,6.9,0.2630267991895382,,,dune,NM
67,66.0,,7.1,0.25703957827688634,,,dune,NM
68,66.0,,8.6,0.31622776601683794,,,dune,NM
69,66.0,,5.2,0.4027170343254591,,,dune,NM
70,66.0,,6.1,0.3715352290971725,,,dune,NM
71,66.0,,7.1,0.4073802778041127,,,dune,NM
72,66.0,,8,0.4073802778041127,,,dune,NM
73,66.0,,8.6,0.5011872336272722,,,dune,NM
74,66.0,,7,0.5623413251903491,,,dune,NM
75,66.0,,7.1,0.6165950018614822,,,dune,NM
76,66.0,,7.9,0.6165950018614822,,,dune,NM
77,66.0,,8.1,0.660693448007596,,,dune,NM
78,66.0,,8.6,0.6309573444801932,,,dune,NM
79,66.0,,8.8,0.660693448007596,,,dune,NM
80,66.0,,9,0.7413102413009174,,,dune,NM
81,66.0,,9.1,0.7079457843841379,,,dune,NM
82,66.0,,6.9,0.72443596007499,,,dune,NM
83,66.0,,8.5,0.7943282347242815,,,dune,NM
84,66.0,,9.95,0.72443596007499,,,dune,NM
85,66.0,,9.7,0.7762471166286917,,,dune,NM
86,66.0,,9.8,0.9549925860214359,,,dune,NM
87,66.0,,7.5,1.0115794542598986,,,dune,NM
88,66.0,,9,1.778279410038923,,,dune,NM
89,66.0,,8.5,2.137962089502232,,,dune,NM
90,66.0,,6.9,3.1622776601683795,,,dune,NM
91,66.0,,9.8,1.202264434617413,,,dune,NM
92,66.0,,10,1.3489628825916538,,,dune,NM
93,66.0,,11.1,0.10964781961431849,,,dune,NM
94,66.0,,13,0.10232929922807538,,,dune,NM
95,66.0,,14.5,0.10232929922807538,,,dune,NM
96,66.0,,15,0.10232929922807538,,,dune,NM
97,66.0,,15.3,0.10232929922807538,,,dune,NM
98,66.0,,17.2,0.10232929922807538,,,dune,NM
99,66.0,,17.6,0.10232929922807538,,,dune,NM
100,66.0,,10.1,0.15848931924611132,,,dune,NM
101,66.0,,11,0.15848931924611132,,,dune,NM
102,66.0,,14.5,0.1513561248436208,,,dune,NM
103,66.0,,14.6,0.16218100973589297,,,dune,NM
104,66.0,,15.2,0.15848931924611132,,,dune,NM
105,66.0,,17,0.15848931924611132,,,dune,NM
106,66.0,,17.4,0.15848931924611132,,,dune,NM
107,66.0,,11,0.20892961308540392,,,dune,NM
108,66.0,,12.8,0.2041737944669529,,,dune,NM
109,66.0,,13.5,0.2041737944669529,,,dune,NM
110,66.0,,14.2,0.2041737944669529,,,dune,NM
111,66.0,,14.6,0.21379620895022314,,,dune,NM
112,66.0,,15.15,0.20892961308540392,,,dune,NM
113,66.0,,17,0.2041737944669529,,,dune,NM
114,66.0,,17.2,0.2041737944669529,,,dune,NM
115,66.0,,10.1,0.25703957827688634,,,dune,NM
116,66.0,,11,0.25703957827688634,,,dune,NM
117,66.0,,12.4,0.25703957827688634,,,dune,NM
118,66.0,,12.9,0.251188643150958,,,dune,NM
119,66.0,,13.1,0.25703957827688634,,,dune,NM
120,66.0,,16,0.2540972705549305,,,dune,NM
121,66.0,,10.2,0.30902954325135895,,,dune,NM
122,66.0,,10.5,0.30549211132155124,,,dune,NM
123,66.0,,10.9,0.30549211132155124,,,dune,NM
124,66.0,,11.1,0.31622776601683794,,,dune,NM
125,66.0,,12,0.30549211132155124,,,dune,NM
126,66.0,,12.3,0.30549211132155124,,,dune,NM
127,66.0,,12.6,0.31622776601683794,,,dune,NM
128,66.0,,13.1,0.31622776601683794,,,dune,NM
129,66.0,,13.4,0.30902954325135895,,,dune,NM
130,66.0,,14.1,0.30549211132155124,,,dune,NM
131,66.0,,14.5,0.31622776601683794,,,dune,NM
132,66.0,,14.9,0.31622776601683794,,,dune,NM
133,66.0,,15.1,0.31622776601683794,,,dune,NM
134,66.0,,15.3,0.31622776601683794,,,dune,NM
135,66.0,,15.6,0.31622776601683794,,,dune,NM
136,66.0,,17,0.31622776601683794,,,dune,NM
137,66.0,,11.5,0.3548133892335754,,,dune,NM
138,66.0,,13.9,0.3548133892335754,,,dune,NM
139,66.0,,14.8,0.3548133892335754,,,dune,NM
140,66.0,,10.3,0.4073802778041127,,,dune,NM
141,66.0,,10.9,0.4073802778041127,,,dune,NM
142,66.0,,12.6,0.3981071705534972,,,dune,NM
143,66.0,,14.2,0.4027170343254591,,,dune,NM
144,66.0,,14.9,0.4073802778041127,,,dune,NM
145,66.0,,15.1,0.4073802778041127,,,dune,NM
146,66.0,,15.5,0.4073802778041127,,,dune,NM
147,66.0,,15.75,0.41686938347033536,,,dune,NM
148,66.0,,12.1,0.4677351412871982,,,dune,NM
149,66.0,,14.9,0.4677351412871982,,,dune,NM
150,66.0,,11,0.5011872336272722,,,dune,NM
151,66.0,,12.5,0.5128613839913648,,,dune,NM
152,66.0,,12.9,0.5011872336272722,,,dune,NM
153,66.0,,13.7,0.5128613839913648,,,dune,NM
154,66.0,,14,0.5128613839913648,,,dune,NM
155,66.0,,14.3,0.5011872336272722,,,dune,NM
156,66.0,,11.3,0.5495408738576245,,,dune,NM
157,66.0,,11.7,0.5754399373371569,,,dune,NM
158,66.0,,12.6,0.5623413251903491,,,dune,NM
159,66.0,,14.1,0.5623413251903491,,,dune,NM
160,66.0,,14.6,0.5623413251903491,,,dune,NM
161,66.0,,15.8,0.5623413251903491,,,dune,NM
162,66.0,,10.2,0.6309573444801932,,,dune,NM
163,66.0,,11,0.6309573444801932,,,dune,NM
164,66.0,,13,0.6309573444801932,,,dune,NM
165,66.0,,14,0.6309573444801932,,,dune,NM
166,66.0,,14.3,0.6309573444801932,,,dune,NM
167,66.0,,14.7,0.6309573444801932,,,dune,NM
168,66.0,,15,0.6309573444801932,,,dune,NM
169,66.0,,11,0.7413102413009174,,,dune,NM
170,66.0,,12,0.7079457843841379,,,dune,NM
171,66.0,,13.4,0.7079457843841379,,,dune,NM
172,66.0,,13.9,0.7079457843841379,,,dune,NM
173,66.0,,14.1,0.7079457843841379,,,dune,NM
174,66.0,,15.1,0.6456542290346554,,,dune,NM
175,66.0,,15.5,0.7413102413009174,,,dune,NM
176,66.0,,16.2,0.72443596007499,,,dune,NM
177,66.0,,16.5,0.7943282347242815,,,dune,NM
178,66.0,,10.3,0.8035261221856171,,,dune,NM
179,66.0,,10.5,0.8128305161640992,,,dune,NM
180,66.0,,11,0.8128305161640992,,,dune,NM
181,66.0,,11.5,0.7762471166286917,,,dune,NM
182,66.0,,11.9,0.7762471166286917,,,dune,NM
183,66.0,,11.8,0.8128305161640992,,,dune,NM
184,66.0,,11.6,0.9549925860214359,,,dune,NM
185,66.0,,12,0.9549925860214359,,,dune,NM
186,66.0,,12.2,0.831763771102671,,,dune,NM
187,66.0,,12.5,0.8035261221856171,,,dune,NM
188,66.0,,13.6,0.8128305161640992,,,dune,NM
189,66.0,,14.1,0.8912509381337455,,,dune,NM
190,66.0,,14.3,0.8128305161640992,,,dune,NM
191,66.0,,14.4,0.9549925860214359,,,dune,NM
192,66.0,,14.85,0.933254300796991,,,dune,NM
193,66.0,,15,0.9549925860214359,,,dune,NM
194,66.0,,15.2,0.8912509381337455,,,dune,NM
195,66.0,,15.4,0.831763771102671,,,dune,NM
196,66.0,,15.5,0.9549925860214359,,,dune,NM
197,66.0,,15.9,0.9549925860214359,,,dune,NM
198,66.0,,16.8,0.9660508789898133,,,dune,NM
199,66.0,,10.05,1.0471285480508996,,,dune,NM
200,66.0,,10.1,1.1220184543019636,,,dune,NM
201,66.0,,10.5,1.023292992280754,,,dune,NM
202,66.0,,11,1.0715193052376064,,,dune,NM
203,66.0,,11.1,1.1481536214968828,,,dune,NM
204,66.0,,11.2,1,,,dune,NM
205,66.0,,11.3,1.023292992280754,,,dune,NM
206,66.0,,11.6,1,,,dune,NM
207,66.0,,10.4,1.2589254117941673,,,dune,NM
208,66.0,,14.2,1.1748975549395295,,,dune,NM
209,66.0,,15,1.202264434617413,,,dune,NM
210,66.0,,15.1,1.288249551693134,,,dune,NM
211,66.0,,15.05,1.4125375446227544,,,dune,NM
212,66.0,,15,1.5488166189124815,,,dune,NM
213,66.0,,15.5,1.5488166189124815,,,dune,NM
214,66.0,,15.6,1.62181009735893,,,dune,NM
215,66.0,,12.3,1.1481536214968828,,,dune,NM
216,66.0,,12.5,1.202264434617413,,,dune,NM
217,66.0,,12.7,1.288249551693134,,,dune,NM
218,66.0,,12.9,1.380384264602885,,,dune,NM
219,66.0,,10.9,1.4125375446227544,,,dune,NM
220,66.0,,11.5,1.4125375446227544,,,dune,NM
221,66.0,,11.9,1.4125375446227544,,,dune,NM
222,66.0,,12.05,1.4125375446227544,,,dune,NM
223,66.0,,10.3,1.62181009735893,,,dune,NM
224,66.0,,10.7,1.7378008287493756,,,dune,NM
225,66.0,,11.05,1.778279410038923,,,dune,NM
226,66.0,,11.1,1.5848931924611136,,,dune,NM
227,66.0,,11.15,1.4791083881682074,,,dune,NM
228,66.0,,11.5,1.9054607179632475,,,dune,NM
229,66.0,,11.9,1.778279410038923,,,dune,NM
230,66.0,,12.1,1.7378008287493756,,,dune,NM
231,66.0,,12.2,1.5135612484362082,,,dune,NM
232,66.0,,12.7,1.5848931924611136,,,dune,NM
233,66.0,,13,1.5848931924611136,,,dune,NM
234,66.0,,10.1,1.9498445997580454,,,dune,NM
235,66.0,,11,1.9952623149688797,,,dune,NM
236,66.0,,11.2,1.9952623149688797,,,dune,NM
237,66.0,,11.5,1.9952623149688797,,,dune,NM
238,66.0,,11.95,1.9952623149688797,,,dune,NM
239,66.0,,12.4,1.9952623149688797,,,dune,NM
240,66.0,,12.1,2.344228815319922,,,dune,NM
241,66.0,,12.7,2.344228815319922,,,dune,NM
242,66.0,,13.3,2.344228815319922,,,dune,NM
243,66.0,,13.4,2.5118864315095806,,,dune,NM
244,66.0,,13.9,2.426610095082416,,,dune,NM
245,66.0,,14.4,2.2387211385683394,,,dune,NM
246,66.0,,9.5,2.98538261891796,,,interdune,NM
247,66.0,,11.1,1.9952623149688797,,,interdune,NM
248,66.0,,12.1,1.62181009735893,,,interdune,NM
249,66.0,,13.1,1.3182567385564072,,,interdune,NM
250,66.0,,13,1.778279410038923,,,interdune,NM
251,66.0,,14.5,1.5848931924611136,,,interdune,NM
252,66.0,,14.05,2.4831331052955705,,,interdune,NM
253,66.0,,14.9,2.344228815319922,,,interdune,NM
254,66.0,,14.95,2.691534803926916,,,interdune,NM
255,66.0,,13.9,3.630780547701014,,,interdune,NM
256,66.0,,13,4.786300923226384,,,interdune,NM
257,66.0,,12.95,5.3703179637025285,,,interdune,NM
258,66.0,,14.3,6.309573444801934,,,interdune,NM
259,66.0,,14.4,6.760829753919818,,,interdune,NM
260,66.0,,14.6,7.943282347242818,,,interdune,NM
261,66.0,,15.05,3.1622776601683795,,,interdune,NM
262,66.0,,15.4,3.2359365692962836,,,interdune,NM
263,66.0,,15.8,3.5481338923357555,,,interdune,NM
264,66.0,,15.1,4.6773514128719835,,,interdune,NM
265,66.0,,15.8,7.943282347242818,,,interdune,NM
266,66.0,,11.85,16.595869074375614,,,interdune,NM
267,66.0,,12,22.387211385683404,,,interdune,NM
268,66.0,,15.1,10.471285480509,,,interdune,NM
269,66.0,,5.9,0.8035261221856171,,,dune,NM
270,66.0,,6.1,0.9549925860214359,,,dune,NM
271,66.0,,6.5,1.035142166679344,,,dune,NM
272,66.0,,17.95,0.8128305161640992,,,dune,NM
273,66.0,,18.6,0.8128305161640992,,,dune,NM
274,66.0,,13.3,2.398832919019491,,,dune,NM
275,66.0,,14,3.1622776601683795,,,dune,NM
276,66.0,,12.7,3.5481338923357555,,,dune,NM
277,66.0,,14,4.168693834703355,,,dune,NM
278,66.0,,14.6,5.011872336272723,,,dune,NM
279,66.0,,14.95,3.9810717055349727,,,dune,NM
280,66.0,,13.25,9.33254300796991,,,dune,NM
281,66.0,,14.5,8.511380382023768,,,dune,NM
282,66.0,,15,5.8884365535558905,,,dune,NM
283,66.0,,14.6,6.165950018614823,,,dune,NM
284,66.0,,14.8,6.309573444801934,,,dune,NM
285,66.0,,15,6.606934480075961,,,dune,NM
286,66.0,,15.05,1.5848931924611136,,,dune,NM
287,66.0,,16.5,1.4125375446227544,,,dune,NM
288,66.0,,16.8,1.6595869074375607,,,dune,NM
289,66.0,,16.2,2.691534803926916,,,dune,NM
290,66.0,,17.05,2.5118864315095806,,,dune,NM
291,66.0,,16,3.198895109691398,,,dune,NM
292,66.0,,15.8,3.9810717055349727,,,dune,NM
293,66.0,,16,5.011872336272723,,,dune,NM
294,66.0,,18.2,3.0199517204020165,,,dune,NM
295,66.0,,18.7,2.9512092266663856,,,dune,NM
296,66.0,,19.7,2.9174270140011673,,,dune,NM
297,66.0,,18.9,3.9810717055349727,,,dune,NM
298,66.0,,19.1,3.9810717055349727,,,dune,NM
299,66.0,,16.5,6.02559586074358,,,dune,NM
300,66.0,,17.6,6.165950018614823,,,dune,NM
301,66.0,,18.1,5.8884365535558905,,,dune,NM
302,66.0,,18.5,5.011872336272723,,,dune,NM
303,66.0,,18.9,7.0794578438413795,,,dune,NM
304,66.0,,15.25,5.623413251903492,,,dune,NM
305,66.0,,15.3,6.309573444801934,,,dune,NM
306,66.0,,15.2,6.760829753919818,,,dune,NM
307,66.0,,15.5,7.0794578438413795,,,dune,NM
308,66.0,,15.6,8.128305161640993,,,dune,NM
309,66.0,,16,9.549925860214358,,,dune,NM
310,66.0,,18.25,10,,,dune,NM
311,66.0,,15.95,10.471285480509,,,dune,NM
312,66.0,,16.9,10.471285480509,,,dune,NM
313,66.0,,18.2,10.964781961431854,,,dune,NM
314,66.0,,18.6,10.964781961431854,,,dune,NM
315,66.0,,19.4,12.022644346174133,,,dune,NM
316,66.0,,17.6,12.882495516931346,,,dune,NM
317,66.0,,17.6,14.454397707459275,,,dune,NM
318,66.0,,17.5,15.848931924611136,,,dune,NM
319,66.0,,17.4,16.218100973589298,,,dune,NM
320,66.0,,18.2,15.848931924611136,,,dune,NM
321,66.0,,15.85,29.512092266663863,,,dune,NM
322,66.0,,16,26.302679918953825,,,dune,NM
323,66.0,,16.6,20.8929613085404,,,dune,NM
324,66.0,,17.6,23.442288153199236,,,dune,NM
325,66.0,,18,20.8929613085404,,,dune,NM
326,66.0,,18.2,22.387211385683404,,,dune,NM
327,66.0,,18.6,23.442288153199236,,,dune,NM
328,66.0,,17.9,29.512092266663863,,,dune,NM
329,66.0,,18.1,30.90295432513592,,,dune,NM
330,66.0,,19,31.622776601683803,,,dune,NM
331,66.0,,17.15,37.153522909717275,,,dune,NM
332,66.0,,18.3,40.7380277804113,,,dune,NM
333,66.0,,19.1,38.904514499428075,,,dune,NM
334,66.0,,19.5,39.810717055349755,,,dune,NM
335,66.0,,18.8,63.095734448019364,,,dune,NM
336,66.0,,19.8,51.28613839913649,,,dune,NM
337,66.0,,19.3,89.12509381337456,,,dune,NM
338,66.0,,19.8,85.11380382023766,,,dune,NM
339,66.0,,20,79.4328234724282,,,dune,NM
340,66.0,,21,74.13102413009182,,,dune,NM
341,66.0,,21.9,66.06934480075962,,,dune,NM
342,66.0,,21.45,37.153522909717275,,,dune,NM
